name,company,pack_size,link,sale_price,mrp,letter
Dalacin C,Pfizer,1 Ampx4ml,https://dawaai.pk/medicine/dalacin-c-1-17057.html,290,323,d
Dalacin-T,Pfizer,30ml,https://dawaai.pk/medicine/dalacin-t-1-17086.html,272,302,d
Duac,GlaxoSmithKline,15gm,https://dawaai.pk/medicine/duac-2-17093.html,716,795,d
Dastak,Shrooq,1x10's,https://dawaai.pk/medicine/dastak-17483.html,158,175,d
Desbro,Albro,1 x 10's,https://dawaai.pk/medicine/desbro-17487.html,158,175,d
Descover,Polyfine,1x10's,https://dawaai.pk/medicine/descover-17488.html,216,240,d
Desgen,Envoy,1x10's,https://dawaai.pk/medicine/desgen-17489.html,158,175,d
Desgood,Goodman,1x10's,https://dawaai.pk/medicine/desgood-17490.html,108,120,d
Deslet,Efroze,1x10's,https://dawaai.pk/medicine/deslet-1-17492.html,99,110,d
Deslor,Everest,1x10's,https://dawaai.pk/medicine/deslor-17494.html,347,385,d
Desloreal,Wns Field,1x10's,https://dawaai.pk/medicine/desloreal-17496.html,158,175,d
Deslort,Wisdom,1x10's,https://dawaai.pk/medicine/deslort-17497.html,108,120,d
Desoline,Candid,1x20's,https://dawaai.pk/medicine/desoline-17498.html,198,220,d
Destazine,Sante,1x10's,https://dawaai.pk/medicine/destazine-17501.html,243,270,d
Destra,Zephyr Pharmatec,1x10's,https://dawaai.pk/medicine/destra-17503.html,99,110,d
Destrex,Wns Field,1x10's,https://dawaai.pk/medicine/destrex-17504.html,158,175,d
Dinestin,Martin Dow,1x10's,https://dawaai.pk/medicine/dinestin-17506.html,99,110,d
Disdine,Wisdom,1x10's,https://dawaai.pk/medicine/disdine-17507.html,126,140,d
Dulin,Foray,1x10's,https://dawaai.pk/medicine/dulin-17508.html,99,110,d
Dolcidol,Progressive,1x300's,https://dawaai.pk/medicine/dolcidol-17766.html,414,460,d
Deloquin,Delux,450ml,https://dawaai.pk/medicine/deloquin-18066.html,124,138,d
Deloquin,Delux,1x1000's,https://dawaai.pk/medicine/deloquin-2-18068.html,660,733,d
Deloquin,Delux,1x200's,https://dawaai.pk/medicine/deloquin-3-18069.html,139,154,d
Dosaquin,Dosaco,20x10's,https://dawaai.pk/medicine/dosaquin-18072.html,10,11,d
Dosaquin,Dosaco,1x240's,https://dawaai.pk/medicine/dosaquin-1-18073.html,191,213,d
Dimisinex,Nexus,1x8's,https://dawaai.pk/medicine/dimisinex-18091.html,342,380,d
Deerin,Delux,1x1000's,https://dawaai.pk/medicine/deerin-18218.html,91,101,d
Disprin,Reckitt,1 x 100's,https://dawaai.pk/medicine/disprin-1-18220.html,204,226,d
Difen-Stulln UD,Haroon Bros,4ml,https://dawaai.pk/medicine/difen-stulln-ud-18269.html,158,176,d
Dylac,Azron phaema,5ml,https://dawaai.pk/medicine/dylac-18288.html,113,125,d
Daivobet Ointment,Leo-Zam Zam,15mg,https://dawaai.pk/medicine/daivobet-18423.html,"1,163","1,292",d
Daivonex 30gm,Leo-Zam Zam,30mg,https://dawaai.pk/medicine/daivonex-18424.html,"1,471","1,635",d
Dithroderm,Wilson's,50gm,https://dawaai.pk/medicine/dithroderm-18427.html,162,180,d
Dithroderm,Wilson's,50gm,https://dawaai.pk/medicine/dithroderm-1-18428.html,189,210,d
Dithroderm,Wilson's,50gm,https://dawaai.pk/medicine/dithroderm-2-18429.html,248,275,d
Dithrosil,Wilson's,50gm,https://dawaai.pk/medicine/dithrosil-18430.html,239,265,d
Daplin,Wisdom,15gm,https://dawaai.pk/medicine/daplin-18456.html,126,140,d
Dfovir,English Pharma,3x10's,https://dawaai.pk/medicine/dfovir-18468.html,"1,800","2,000",d
Deenopan,Delux,1x200's,https://dawaai.pk/medicine/deenopan-1-18937.html,135,150,d
Deenopan,Delux,1x500's,https://dawaai.pk/medicine/deenopan-2-18938.html,360,400,d
Delflox,Delta Pharma,1x20's,https://dawaai.pk/medicine/delflox-19328.html,137,152,d
Delflox,Delta Pharma,1x20's,https://dawaai.pk/medicine/delflox-1-19329.html,212,236,d
Deconazol,Envoy,1x1's,https://dawaai.pk/medicine/deconazol-19346.html,124,138,d
Derocon,Raazee,1x7's,https://dawaai.pk/medicine/derocon-1-19348.html,189,210,d
Derocon,Raazee,35ml,https://dawaai.pk/medicine/derocon-2-19349.html,176,195,d
Deyeast,Nenza,1x7's,https://dawaai.pk/medicine/deyeast-1-19351.html,378,420,d
Deyeast,Nenza,35ml,https://dawaai.pk/medicine/deyeast-2-19352.html,189,210,d
Difloze,Zeb,1x1's,https://dawaai.pk/medicine/difloze-19353.html,124,138,d
Diflucan,Pfizer,1 Vial x 50ml,https://dawaai.pk/medicine/diflucan-3-19357.html,252,280,d
Diflucan,Pfizer,35ml,https://dawaai.pk/medicine/diflucan-4-19358.html,841,935,d
Dulpro,Global-Vision,3x10's,https://dawaai.pk/medicine/dulpro-19482.html,52,58,d
Dapac,Fynk,120ml,https://dawaai.pk/medicine/dapac-19706.html,122,135,d
Davilac,Davis Pharma,120ml,https://dawaai.pk/medicine/davilac-19707.html,98,109,d
Day Soft,Shrooq,120ml,https://dawaai.pk/medicine/day-soft-19708.html,128,142,d
D-Burn,Nexus,2x7s,https://dawaai.pk/medicine/d-burn-19769.html,93,103,d
Deepro,Delux,2x7s,https://dawaai.pk/medicine/deepro-19770.html,93,103,d
Doudcer-Nil,Global-Vision,2x7s,https://dawaai.pk/medicine/doudcer-nil-19771.html,63,70,d
Duzol,Honig,10s,https://dawaai.pk/medicine/duzol-19772.html,185,206,d
Delvocin,Mass-PH Health,1x10's,https://dawaai.pk/medicine/delvocin-19934.html,144,160,d
Delvocin,Mass-PH Health,1x10's,https://dawaai.pk/medicine/delvocin-1-19935.html,252,280,d
DAZ,Safe Pharma,100 Ampx2ml,https://dawaai.pk/medicine/daz-20661.html,"1,987","2,208",d
Diazin,Polyfine,1x1000,https://dawaai.pk/medicine/diazin-20662.html,99,110,d
Diazomil,Mediate,1x1000,https://dawaai.pk/medicine/diazomil-20663.html,216,240,d
Dongsulin,Highnoon,1 vialx10ml,https://dawaai.pk/medicine/dongsulin-20816.html,395,439,d
Dongsulin,Highnoon,1 cartridge x 3ml,https://dawaai.pk/medicine/dongsulin-1-20817.html,158,176,d
Dongsulin N,Highnoon,1 vialx10ml,https://dawaai.pk/medicine/dongsulin-n-20818.html,418,464,d
Dongsulin N,Highnoon,1 cartridge x 3ml,https://dawaai.pk/medicine/dongsulin-n-1-20819.html,158,176,d
Dongsulin R,Highnoon,1 vialx10ml,https://dawaai.pk/medicine/dongsulin-r-20820.html,418,464,d
Dongsulin R,Highnoon,1 cartridge x 3ml,https://dawaai.pk/medicine/dongsulin-r-1-20821.html,158,176,d
Dopril,Nova Med,1x10 's,https://dawaai.pk/medicine/dopril-1-20994.html,197,219,d
Dipitl,Zeb,20x25's,https://dawaai.pk/medicine/dipitl-2-23704.html,9,10,d
Diarrazole,Lisko,1000's,https://dawaai.pk/medicine/diarrazole-2-23725.html,446,496,d
Diarlope,Shaheen,10's,https://dawaai.pk/medicine/diarlope-1-23747.html,171,190,d
Davisalts,Davis Pharma,40 sachet,https://dawaai.pk/medicine/davisalts-2-23776.html,6,6,d
Dirosal,Bloom Pharma,1 sachet x 100 gm,https://dawaai.pk/medicine/dirosal-23777.html,207,230,d
Durasal,Drug Pharm,20 sachet,https://dawaai.pk/medicine/durasal-23779.html,5,5,d
Dard Aram,Lisko,Jar x 1000's,https://dawaai.pk/medicine/dard-aram-23845.html,315,350,d
Deemac,Delux,200 's,https://dawaai.pk/medicine/deemac-3-23887.html,145,161,d
Deemac,Delux,600 's,https://dawaai.pk/medicine/deemac-4-23888.html,435,483,d
Deemac Forte,Delux,100 's,https://dawaai.pk/medicine/deemac-forte-23889.html,144,160,d
Delmic,Delta Pharma,10x20 's,https://dawaai.pk/medicine/delmic-1-23893.html,22,24,d
Delmic DS,Delta Pharma,10 x 10 's,https://dawaai.pk/medicine/delmic-ds-23894.html,20,22,d
Dologin,Opal,100 's,https://dawaai.pk/medicine/dologin-1-23897.html,185,206,d
Dolor,Adamjee Pharmaceuticals,5x20's,https://dawaai.pk/medicine/dolor-ds-1-23904.html,25,27,d
Doloran DS,Epla,20 x 10 's,https://dawaai.pk/medicine/doloran-ds-23908.html,12,13,d
Delmol Extra,Delta Pharma,1 x 200 's,https://dawaai.pk/medicine/delmol-extra-1-24118.html,172,191,d
Donamol Plus,Rakahposhi,10x10 's,https://dawaai.pk/medicine/donamol-plus-24157.html,16,18,d
Diagesic-P,Wilson's,10x10 's,https://dawaai.pk/medicine/diagesic-p-1-24166.html,135,150,d
Deepol,Delux,1x1000 's,https://dawaai.pk/medicine/deepol-24211.html,599,665,d
Deepol,Delux,1x200 's,https://dawaai.pk/medicine/deepol-1-24212.html,126,140,d
Deepol,Delux,1x500 's,https://dawaai.pk/medicine/deepol-2-24213.html,315,350,d
Delmol,Delta Pharma,1x200 's,https://dawaai.pk/medicine/delmol-4-24218.html,126,140,d
Detamol,TH,10 Ampx2ml,https://dawaai.pk/medicine/detamol-24219.html,17,19,d
Disprol,Reckitt,200s,https://dawaai.pk/medicine/disprol-2-24222.html,13,14,d
Danvar,Shrooq,12's,https://dawaai.pk/medicine/danvar-24660.html,240,267,d
Danvar,Shrooq,12's,https://dawaai.pk/medicine/danvar-1-24661.html,423,470,d
Danvar,Shrooq,60ml,https://dawaai.pk/medicine/danvar-2-24662.html,152,169,d
Danvar,Shrooq,60ml,https://dawaai.pk/medicine/danvar-3-24663.html,265,294,d
Deucef,Searle,12's,https://dawaai.pk/medicine/deucef-24664.html,210,233,d
Deucef,Searle,1x12's,https://dawaai.pk/medicine/deucef-1-24665.html,369,410,d
Deucef,Searle,60ml,https://dawaai.pk/medicine/deucef-3-24667.html,132,147,d
Deucef,Searle,60ml,https://dawaai.pk/medicine/deucef-4-24668.html,230,256,d
Distaclor,Candid,12's,https://dawaai.pk/medicine/distaclor-24669.html,210,233,d
Distaclor,Candid,12's,https://dawaai.pk/medicine/distaclor-1-24670.html,369,410,d
Distaclor,Candid,60ml,https://dawaai.pk/medicine/distaclor-2-24671.html,132,147,d
Davox,Fynk,2x6's,https://dawaai.pk/medicine/davox-24893.html,81,90,d
Davox,Fynk,60ml,https://dawaai.pk/medicine/davox-2-24895.html,141,157,d
Droxcef,Lowitt,12's,https://dawaai.pk/medicine/droxcef-24901.html,162,180,d
Droxcef,Lowitt,60ml,https://dawaai.pk/medicine/droxcef-2-24903.html,135,150,d
Droxil,Dermagen,12's,https://dawaai.pk/medicine/droxil-24904.html,203,226,d
Droxil,Dermagen,60ml,https://dawaai.pk/medicine/droxil-2-24906.html,173,192,d
Droxilite,E-Lite,12's,https://dawaai.pk/medicine/droxilite-24907.html,162,180,d
Droxim,Miracle,10's,https://dawaai.pk/medicine/droxim-24909.html,108,120,d
Droxim,Miracle,12's,https://dawaai.pk/medicine/droxim-1-24910.html,162,180,d
Droxim,Miracle,60ml,https://dawaai.pk/medicine/droxim-3-24912.html,141,157,d
Droxun,Hisun,12's,https://dawaai.pk/medicine/droxun-24913.html,216,240,d
Droxun,Hisun,60ml,https://dawaai.pk/medicine/droxun-2-24915.html,141,157,d
Duraxic,Danas,2x6's,https://dawaai.pk/medicine/duraxic-24916.html,81,90,d
Duraxic,Danas,60ml,https://dawaai.pk/medicine/duraxic-2-24918.html,141,157,d
Duricef,GlaxoSmithKline,10's,https://dawaai.pk/medicine/duricef-24919.html,441,490,d
Duricef,GlaxoSmithKline,60ml,https://dawaai.pk/medicine/duricef-5-24924.html,363,403,d
Durixil,Usawa,60ml,https://dawaai.pk/medicine/durixil-1-24927.html,141,157,d
Dinor,Nova Med,6's,https://dawaai.pk/medicine/dinor-25074.html,207,230,d
Dizma-4,Zafa,1 Vial,https://dawaai.pk/medicine/dizma-4-25130.html,551,612,d
Dizma-4,Zafa,1 Vial,https://dawaai.pk/medicine/dizma-4-1-25131.html,275,306,d
Danxime,Danas,5's,https://dawaai.pk/medicine/danxime-25420.html,293,325,d
Danxime,Danas,30ml,https://dawaai.pk/medicine/danxime-1-25421.html,162,180,d
Delsixime,Rehman Medicine,5's,https://dawaai.pk/medicine/delsixime-25422.html,270,300,d
Delsixime,Rehman Medicine,30ml,https://dawaai.pk/medicine/delsixime-1-25423.html,135,150,d
Dispel,Fynk,5's,https://dawaai.pk/medicine/dispel-25424.html,293,325,d
Dispel,Fynk,30ml,https://dawaai.pk/medicine/dispel-1-25425.html,162,180,d
Dispel,Fynk,30ml,https://dawaai.pk/medicine/dispel-2-25426.html,178,198,d
Duet,Tagma,30ml,https://dawaai.pk/medicine/duet-25427.html,144,160,d
Duet,Tagma,30ml,https://dawaai.pk/medicine/duet-1-25428.html,216,240,d
Duet,Tagma,5's,https://dawaai.pk/medicine/duet-2-25429.html,332,369,d
Dardum,Searle,1 Vial,https://dawaai.pk/medicine/dardum-25854.html,239,265,d
Daffodel,Hansel,1 Vial,https://dawaai.pk/medicine/daffodel-25950.html,225,250,d
Daffodel,Hansel,1 Vial,https://dawaai.pk/medicine/daffodel-1-25951.html,315,350,d
Dortis,Wise Pharma,1 Vial,https://dawaai.pk/medicine/dortis-26189.html,144,160,d
Dortis,Wise Pharma,1 Vial,https://dawaai.pk/medicine/dortis-2-26191.html,99,110,d
Dox-B,Nexus,50ml,https://dawaai.pk/medicine/dox-b-26479.html,184,204,d
Doxicef,Synchro,12's,https://dawaai.pk/medicine/doxicef-26480.html,259,288,d
Doxicef,Synchro,50ml,https://dawaai.pk/medicine/doxicef-1-26481.html,180,200,d
Day Fort,High-Q,1 Vial,https://dawaai.pk/medicine/day-fort-2-26607.html,130,144,d
Dimicef,E-Lite,1 Vial,https://dawaai.pk/medicine/dimicef-26608.html,248,275,d
Dimicef,E-Lite,1 Vial,https://dawaai.pk/medicine/dimicef-2-26610.html,130,144,d
Dewtrazone,Panacea,1 Vial,https://dawaai.pk/medicine/dewtrazone-1-27075.html,91,101,d
Dewtrazone,Panacea,1 Vial,https://dawaai.pk/medicine/dewtrazone-3-27077.html,289,321,d
Dewtrazone,Panacea,1 Vial,https://dawaai.pk/medicine/dewtrazone-5-27079.html,153,170,d
Dinaphin,Mass-PH Health,1 Vial,https://dawaai.pk/medicine/dinaphin-27080.html,262,291,d
Dinaphin,Mass-PH Health,1 Vial,https://dawaai.pk/medicine/dinaphin-4-27084.html,108,120,d
Dinaphin,Mass-PH Health,1 Vial,https://dawaai.pk/medicine/dinaphin-5-27085.html,153,170,d
Dynac,Rakahposhi,1 Vial,https://dawaai.pk/medicine/dynac-3-27089.html,289,321,d
Dynac,Rakahposhi,1 Vial,https://dawaai.pk/medicine/dynac-4-27090.html,116,129,d
Dynac,Rakahposhi,1 Vial,https://dawaai.pk/medicine/dynac-5-27091.html,171,190,d
Daycef,Shrooq,14's,https://dawaai.pk/medicine/daycef-27858.html,423,470,d
Daycef,Shrooq,1 Vial,https://dawaai.pk/medicine/daycef-1-27859.html,162,180,d
Daycef,Shrooq,1 Vial,https://dawaai.pk/medicine/daycef-3-27861.html,110,122,d
Daycef,Shrooq,50ml,https://dawaai.pk/medicine/daycef-4-27862.html,171,190,d
Dowcef,Martin Dow,50ml,https://dawaai.pk/medicine/dowcef-27863.html,171,190,d
Dowcef,Martin Dow,1x14's,https://dawaai.pk/medicine/dowcef-1-27864.html,225,250,d
Dowcef,Martin Dow,1x14's,https://dawaai.pk/medicine/dowcef-2-27865.html,423,470,d
Defalex,Danas,2x6's,https://dawaai.pk/medicine/defalex-1-28044.html,62,69,d
Delexin,Mega,12's,https://dawaai.pk/medicine/delexin-1-28048.html,124,138,d
Denla XR 100 mg Tablet,Semos,14s,https://dawaai.pk/medicine/denla-xr-100-mg-tablet-28175.html,331,368,d
Dyclo,Indus Pharma,20 Ampx3ml,https://dawaai.pk/medicine/dyclo-injection-28189.html,16,18,d
Dosef,Dosaco,12's,https://dawaai.pk/medicine/dosef-3-32729.html,153,170,d
Dosef,Dosaco,60ml,https://dawaai.pk/medicine/dosef-5-32731.html,116,129,d
Dynacef,PDH,12's,https://dawaai.pk/medicine/dynacef-1-32733.html,171,190,d
Dynacef,PDH,60ml,https://dawaai.pk/medicine/dynacef-6-32738.html,99,110,d
Dexamethasone,OBS,100s,https://dawaai.pk/medicine/dexamethasone-tab-05mg-kanadex-33599.html,3,3,d
Dorsiflex,Nexpharm,20's,https://dawaai.pk/medicine/dorsiflex-2-33949.html,180,200,d
Dexifen,ICI Pakistan Limited,30's,https://dawaai.pk/medicine/dexifen-33993.html,186,207,d
Dexifen,ICI Pakistan Limited,30's,https://dawaai.pk/medicine/dexifen-1-33994.html,274,305,d
Dexifen,ICI Pakistan Limited,30's,https://dawaai.pk/medicine/dexifen-2-33995.html,339,377,d
Dexitab,EG Pharma,30's,https://dawaai.pk/medicine/dexitab-33996.html,239,265,d
Dexiwin,Wns Field,30's,https://dawaai.pk/medicine/dexiwin-33997.html,295,328,d
Dexy,Tabroos,30's,https://dawaai.pk/medicine/dexy-2-34000.html,104,115,d
Dexy,Tabroos,30's,https://dawaai.pk/medicine/dexy-3-34001.html,158,175,d
Dexy,Tabroos,30's,https://dawaai.pk/medicine/dexy-4-34002.html,203,225,d
Dexyken,Kanel Pharma,30's,https://dawaai.pk/medicine/dexyken-34003.html,239,265,d
Dicerin,MAQ,30's,https://dawaai.pk/medicine/dicerin-1-34033.html,304,338,d
Diora,Getz Pharma,1 x 30's,https://dawaai.pk/medicine/diora-34034.html,729,810,d
Diritis,Mcolson,30's,https://dawaai.pk/medicine/diritis-34035.html,648,720,d
Dycer,Bloom Pharma,3x10's,https://dawaai.pk/medicine/dycer-34036.html,392,435,d
Deflam,CCL,20's,https://dawaai.pk/medicine/deflam-34084.html,99,110,d
Demsun P,Amarant,20's,https://dawaai.pk/medicine/demsun-p-34085.html,93,103,d
Dicfin,Dr.Raza,2x10's,https://dawaai.pk/medicine/dicfin-34093.html,50,55,d
Dicowise.K,Pharma Wise,200's,https://dawaai.pk/medicine/dicowisek-34108.html,720,800,d
Dicway-C,Caraway,10 Ampx2ml,https://dawaai.pk/medicine/dicway-c-1-34266.html,12,13,d
Dyclo Plus,Indus Pharma,10 Ampx2ml,https://dawaai.pk/medicine/dyclo-plus-34268.html,12,14,d
Dyclo Plus,Indus Pharma,5 Ampx2ml,https://dawaai.pk/medicine/dyclo-plus-1-34269.html,74,83,d
D-Fenac,Mass-PH Health,2x10's,https://dawaai.pk/medicine/d-fenac-34286.html,106,118,d
D-Fenac,Mass-PH Health,2x10's,https://dawaai.pk/medicine/d-fenac-1-34287.html,119,133,d
D-Prostol,GT Pharma,20's,https://dawaai.pk/medicine/d-prostol-34288.html,177,197,d
Danotech,Danas,2x10's,https://dawaai.pk/medicine/danotech-34289.html,90,100,d
Dimis,Genix,2x10's,https://dawaai.pk/medicine/dimis-34292.html,144,160,d
Distol,Stand Pharm,2x10's,https://dawaai.pk/medicine/distol-34296.html,103,115,d
Defnac,Searle,3x10's,https://dawaai.pk/medicine/defnac-34408.html,220,245,d
Defnac,Searle,20's,https://dawaai.pk/medicine/defnac-2-34410.html,95,106,d
Denum,Irza,100 Ampx3ml,https://dawaai.pk/medicine/denum-34414.html,5,5,d
Denum,Irza,3x10's,https://dawaai.pk/medicine/denum-2-34416.html,33,37,d
Denum,Irza,10x10's,https://dawaai.pk/medicine/denum-3-34417.html,12,13,d
Diacron,KPL,100 Ampx3ml,https://dawaai.pk/medicine/diacron-34423.html,4,4,d
Diacron,KPL,50x10's,https://dawaai.pk/medicine/diacron-3-34426.html,4,4,d
Diagesic Plus,Wilson's,30's,https://dawaai.pk/medicine/diagesic-plus-34427.html,288,320,d
Dianic,Nova Med,100's,https://dawaai.pk/medicine/dianic-1-34429.html,259,288,d
Dianic,Nova Med,10x10's,https://dawaai.pk/medicine/dianic-4-34432.html,36,40,d
Diclobid,Mass-PH Health,2x10's,https://dawaai.pk/medicine/diclobid-2-34443.html,74,83,d
Diclocin,Munawar Pharma,2x10's,https://dawaai.pk/medicine/diclocin-1-34445.html,79,88,d
Diclofaz,Fozan,3x10's,https://dawaai.pk/medicine/diclofaz-2-34452.html,60,67,d
Diclofenac sodium,Amros,5 Ampx3ml,https://dawaai.pk/medicine/diclofenac-sodium-34454.html,21,24,d
Diclogesic,Wilson's,30's,https://dawaai.pk/medicine/diclogesic-34459.html,136,151,d
Diclogesic,Wilson's,2x10's,https://dawaai.pk/medicine/diclogesic-1-34460.html,47,53,d
Diclogray,Grays,3x10's,https://dawaai.pk/medicine/diclogray-1-34462.html,60,67,d
Diclopulse,Pulse,30's,https://dawaai.pk/medicine/diclopulse-34469.html,180,200,d
Dicloran,Sami,2x10's,https://dawaai.pk/medicine/dicloran-1-34472.html,83,93,d
Dicloran,Sami,1 Ampx3ml,https://dawaai.pk/medicine/dicloran-4-34475.html,168,187,d
Diclosave,Medisave,20's,https://dawaai.pk/medicine/diclosave-2-34479.html,105,117,d
Diclox,Wns Field,3x10's,https://dawaai.pk/medicine/diclox-34488.html,73,81,d
Diclozaf,Zafa,20x10's,https://dawaai.pk/medicine/diclozaf-34495.html,20,22,d
Diclozaf,Zafa,3x10's,https://dawaai.pk/medicine/diclozaf-1-34496.html,44,49,d
Diclozaf,Zafa,50x10's,https://dawaai.pk/medicine/diclozaf-3-34498.html,9,10,d
Diclozaf,Zafa,50x10's,https://dawaai.pk/medicine/diclozaf-5-34500.html,8,9,d
Dicofen,GlaxoSmithKline,3x10's,https://dawaai.pk/medicine/dicofen-34504.html,89,99,d
Dicrays,Caraway,3x10's,https://dawaai.pk/medicine/dicrays-34506.html,60,67,d
Dicsod,Medicaids,5 Ampx3ml,https://dawaai.pk/medicine/dicsod-34510.html,37,41,d
Dicsod,Medicaids,2x10's,https://dawaai.pk/medicine/dicsod-2-34512.html,66,73,d
Diflosid,Geofman,25 Ampx3ml,https://dawaai.pk/medicine/diflosid-34518.html,9,10,d
Diflosid,Geofman,50x10's,https://dawaai.pk/medicine/diflosid-4-34522.html,5,6,d
Diklonat P,Pliva,3x10's,https://dawaai.pk/medicine/diklonat-p-34527.html,68,76,d
Dissium,Rock PhARMA,2x10's,https://dawaai.pk/medicine/dissium-34536.html,65,73,d
Dolnot,PDH,100 Ampx3ml,https://dawaai.pk/medicine/dolnot-34538.html,16,18,d
Doloflam,Pulse,3x10's,https://dawaai.pk/medicine/doloflam-2-34544.html,82,92,d
Doltran,Progressive,50x10's,https://dawaai.pk/medicine/doltran-1-34546.html,5,5,d
Dyclo,Indus Pharma,2x10's,https://dawaai.pk/medicine/dyclo-34549.html,46,51,d
Dycloxan,Genome Pharma,3x10's,https://dawaai.pk/medicine/dycloxan-1-34555.html,60,67,d
Dansaid,Danas,3x10's,https://dawaai.pk/medicine/dansaid-1-34861.html,52,58,d
Deltafen,Delta Pharma,20's,https://dawaai.pk/medicine/deltafen-1-35212.html,"3,002","3,335",d
Deltafen,Delta Pharma,250's,https://dawaai.pk/medicine/deltafen-2-35213.html,445,494,d
Dorafen,Dosaco,500's,https://dawaai.pk/medicine/dorafen-2-35216.html,387,430,d
Dorafen,Dosaco,25x10's,https://dawaai.pk/medicine/dorafen-3-35217.html,14,16,d
Defumide,Mass-PH Health,1x30's,https://dawaai.pk/medicine/defumide-35519.html,675,750,d
Dimara,Barrett,30's,https://dawaai.pk/medicine/dimara-35520.html,743,825,d
Dephlog,Stand Pharm,2x10's,https://dawaai.pk/medicine/dephlog-35765.html,48,53,d
Dephlog,Stand Pharm,2x10's,https://dawaai.pk/medicine/dephlog-1-35766.html,69,76,d
Daypro,Macter,2x10's,https://dawaai.pk/medicine/daypro-35970.html,210,233,d
Delpirox,Delta Pharma,30's,https://dawaai.pk/medicine/delpirox-1-35999.html,248,276,d
Dexin,Qintar Pharma,2x10's,https://dawaai.pk/medicine/dexin-36001.html,79,88,d
Diodex,Pearl,3x10's,https://dawaai.pk/medicine/diodex-36002.html,54,60,d
Diodex,Pearl,2x10's,https://dawaai.pk/medicine/diodex-1-36003.html,47,53,d
Danrexin,Danas,20's,https://dawaai.pk/medicine/danrexin-36189.html,158,175,d
Detacam,Candid,20's,https://dawaai.pk/medicine/detacam-36190.html,153,170,d
Dolopro,Crystolite Pharma,20's,https://dawaai.pk/medicine/dolopro-36191.html,158,175,d
DULOSOFT 30 MG,Mcolson,10,https://dawaai.pk/medicine/dulosoft-30-mg-36289.html,243,270,d
DSoft 1000 IU,HSI,30,https://dawaai.pk/medicine/dsoft-1000-iu-36369.html,315,350,d
D-Tres 5mg,Sami,5,https://dawaai.pk/medicine/d-tress-36522.html,140,155,d
DISTIL WATER 5 ml,Wuhan Pharma,100's,https://dawaai.pk/medicine/distil-water-5-ml-36646.html,4,4,d
Dexxoo,Horizon Pharma,30,https://dawaai.pk/medicine/dexxoo-60-mg-1-36682.html,153,170,d
Dermazin 50g,Novartis,Jarx50gm,https://dawaai.pk/medicine/dermazin-50g-36691.html,176,196,d
Deca-Durabolin,OBS,1 Ampx1ml,https://dawaai.pk/medicine/deca-durabolin-100mg-37223.html,101,112,d
Dapa,Hilton,1x14,https://dawaai.pk/medicine/dapa-5mg-37365.html,325,361,d
